Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E5038,C6698-CSE,C5049-CSE,C4083-ME,C9277-ME,C6698-ME,C8813-EC,C2996-ME,C2511-ICT,C6679-ICT,C3998-IC
E6154,C3998-IT,C8203-IT,C3799-CSE,C6073-ME,C2165-EC,C4515-EC,C9277-ME,C8198-ICT,C6792-EE,C7128-ICT
E1193,C3305-IT,C9038-CSE,C3998-IT,C9670-ME,C3900-ME,C1899-EC,C3305-EC,C8203-IC,C9080-EE,C8198-CH
E7156,C7951-ME,C2558-CSE,C7128-ME,C4852-ME,C5583-EC,C8743-ME,C2511-EC,C7951-ICT,C8203-EE,C9356-ICT
E6345,C3998-IT,C9751-IT,C9225-IT,C4885-EC,C5049-ME,C5602-ME,C9080-EC,C7128-EE,C2642-IC,C5724-ICT
E3627,C4852-CSE,C8743-IT,C8405-CSE,C9769-EC,C8743-EC,C4953-ME,C1745-EC,C7128-CH,C7134-CH,C4852-IC
E0569,C7128-ME,C9143-ME,C3900-ME,C3900-ME,C3900-EC,C5588-EC,C9038-EC,C1902-ICT,C2511-IC,C4083-EE
E4526,C9896-IT,C6416-ME,C6679-EC,C1961-EC,C9739-ME,C3305-EC,C4953-ME,C7906-EE,C3232-CH,C8813-CH
E3050,C8403-IT,C2921-IT,C4695-ME,C8813-EC,C9846-ME,C2002-ME,C9739-ME,C9739-EE,C6525-IC,C2062-ICT
E6801,C7343-ME,C8203-CSE,C2165-EC,C9143-ME,C8426-ME,C5989-ME,C9590-ME,C3971-ICT,C2458-CH,C6073-EE
E1815,C8405-ME,C1648-CSE,C8200-ME,C7937-ME,C9896-ME,C9769-EC,C9143-ME,C9080-IC,C8743-CH,C2165-CH
E0341,C9670-IT,C6679-ME,C8813-CSE,C3998-ME,C5588-ME,C5532-ME,C1745-EC,C8405-EE,C1648-IC,C5717-CH
E7445,C9356-CSE,C8426-IT,C4083-ME,C8200-EC,C2000-ME,C1745-ME,C7937-EC,C8203-IC,C2458-CH,C2458-IC
E6779,C3998-CSE,C4695-IT,C5302-CSE,C6698-ME,C5302-ME,C2547-ME,C8203-ME,C9769-CH,C3971-IC,C5132-ICT
E0164,C1282-ME,C9120-ME,C4885-EC,C2051-EC,C3305-EC,C5989-EC,C7134-ME,C7748-ICT,C9846-ICT,C3973-IC
E9619,C8403-CSE,C5302-CSE,C7951-ME,C1961-EC,C2458-EC,C6525-EC,C3397-EC,C9769-CH,C2342-ICT,C7343-ICT
E6989,C6792-IT,C6679-ME,C9557-CSE,C3232-ME,C2547-ME,C3397-EC,C2511-EC,C9769-EE,C4515-EE,C5207-IC
E7189,C2996-ME,C4852-CSE,C2062-EC,C7748-ME,C4650-EC,C4000-EC,C4070-ME,C4852-ICT,C5479-IC,C5302-EE
E4264,C1902-ME,C3971-CSE,C4953-CSE,C8405-ME,C3305-ME,C1648-ME,C9896-ME,C7479-EE,C5989-IC,C7748-ICT
E9526,C1745-ME,C5207-CSE,C8743-EC,C7937-ME,C9751-EC,C1961-EC,C6525-ME,C3397-EE,C4953-CH,C5479-CH
E4762,C5588-ME,C5479-CSE,C5602-ME,C1899-EC,C5207-EC,C3305-EC,C9670-EC,C9769-IC,C3971-IC,C9670-CH
E1734,C7343-ME,C1745-IT,C9416-ME,C7128-EC,C8203-EC,C8426-ME,C3232-ME,C4852-CH,C2000-CH,C1648-EE
E0812,C6706-IT,C2000-ME,C2558-ME,C3998-EC,C1648-EC,C2342-EC,C8611-ME,C4566-IC,C5019-EE,C7937-CH
E4879,C2511-IT,C7071-CSE,C9769-ME,C9356-EC,C4515-EC,C1648-EC,C3232-ME,C9670-IC,C4083-EE,C6679-ICT
E5898,C4885-CSE,C9846-CSE,C3232-CSE,C3900-ME,C5207-EC,C9416-EC,C9670-EC,C2558-EE,C9739-IC,C5132-EE
E5259,C4070-ME,C4083-IT,C6525-CSE,C4922-ME,C3900-ME,C7466-EC,C5132-EC,C7479-IC,C5588-EE,C5532-EE
E3588,C6706-IT,C6525-CSE,C1902-IT,C2002-EC,C5049-ME,C4515-EC,C9356-ME,C7071-IC,C6706-EE,C8198-IC
E2545,C5602-ME,C2921-CSE,C5049-ME,C7466-EC,C9277-EC,C9120-ME,C9277-ME,C7466-IC,C1902-ICT,C2996-ICT
E8108,C7951-ME,C5583-ME,C9416-ME,C2051-ME,C2002-EC,C4650-ME,C5602-EC,C9143-EE,C3998-ICT,C9080-ICT
E2437,C6706-CSE,C8611-CSE,C6073-ME,C3971-EC,C2051-EC,C1899-EC,C4083-EC,C2051-ICT,C3900-IC,C5724-CH
E9475,C3971-CSE,C5132-IT,C3900-CSE,C8813-EC,C8611-ME,C3305-EC,C4070-EC,C9356-EE,C9143-ICT,C3799-CH
E7278,C8743-ME,C9225-IT,C7071-IT,C7748-EC,C3998-ME,C7937-EC,C8403-EC,C9080-IC,C2051-CH,C9225-IC
E6363,C4650-IT,C9846-IT,C7479-EC,C9590-ME,C5019-EC,C2051-ME,C7343-EC,C2458-CH,C7951-EE,C4852-CH
E7217,C2002-ME,C3232-ME,C7343-EC,C2921-ME,C9277-EC,C9143-ME,C5848-ME,C9846-ICT,C9080-ICT,C9557-IC
E8603,C9896-IT,C5049-CSE,C6301-CSE,C8772-ME,C4922-ME,C8813-EC,C9670-EC,C9277-CH,C8852-CH,C7134-IC
E3026,C7198-IT,C9896-IT,C9277-CSE,C5532-ME,C2996-ME,C3971-EC,C8813-EC,C8405-EE,C9739-CH,C1902-CH
E1186,C7466-CSE,C9038-CSE,C7071-ME,C7128-ME,C8772-EC,C2342-EC,C9670-EC,C5019-ICT,C3900-CH,C9557-CH
E5978,C4070-ME,C2996-ME,C9143-ME,C8743-ME,C5207-ME,C9356-EC,C5848-EC,C6073-IC,C7479-CH,C2165-ICT
E1952,C6698-ME,C5207-CSE,C9896-ME,C3232-ME,C7937-ME,C3998-ME,C3305-ME,C2558-EE,C6416-EE,C8198-IC
E2568,C2165-IT,C4650-IT,C9038-EC,C2921-EC,C8813-EC,C4953-ME,C9896-EC,C7071-IC,C5848-IC,C2642-ICT
E2422,C2558-ME,C2921-IT,C5302-ME,C9143-ME,C8426-EC,C9038-EC,C2511-EC,C8772-CH,C7906-EE,C5019-ICT
E5387,C9356-ME,C3998-IT,C4695-CSE,C9080-EC,C1745-ME,C7479-EC,C9225-ME,C8405-IC,C1902-CH,C1899-EE
E3148,C4650-IT,C9670-CSE,C1902-ME,C1902-EC,C9225-ME,C7951-ME,C7479-ME,C6416-CH,C9038-CH,C1282-IC
E0865,C5479-CSE,C4695-IT,C6679-ME,C1282-ME,C3971-EC,C2921-ME,C5588-EC,C9416-CH,C4000-CH,C5049-EE
E4225,C3232-ME,C6679-IT,C6706-CSE,C3998-EC,C6073-ME,C6679-ME,C6525-ME,C9080-IC,C7128-EE,C8611-ICT
E4289,C7151-CSE,C1745-IT,C7466-CSE,C2558-ME,C2996-ME,C6073-EC,C9038-EC,C9416-ICT,C9277-ICT,C7951-ICT
E8490,C5019-ME,C9356-ME,C1899-ME,C9896-EC,C1961-ME,C2642-ME,C9416-ME,C3900-IC,C9120-IC,C5302-CH
E8883,C1648-CSE,C6679-IT,C4695-ME,C5302-ME,C7906-ME,C8203-EC,C4953-EC,C7748-IC,C3900-CH,C2921-ICT
E1757,C7951-ME,C3973-CSE,C3998-CSE,C4953-ME,C6416-ME,C9739-ME,C4000-EC,C8405-ICT,C6301-EE,C7937-EE
E2375,C7343-IT,C3305-CSE,C7343-EC,C5132-EC,C2642-EC,C7748-EC,C8405-ME,C9416-EE,C8743-ICT,C6792-ICT
E1549,C2921-CSE,C9769-ME,C7937-ME,C9356-EC,C3900-EC,C9896-EC,C6073-EC,C8743-ICT,C8611-ICT,C8743-CH
E3896,C6706-ME,C8426-ME,C3305-EC,C9751-EC,C7951-ME,C5019-ME,C4070-EC,C6792-ICT,C8852-CH,C9896-CH
E2941,C7134-ME,C9143-ME,C5602-ME,C2002-ME,C7466-EC,C5989-ME,C5302-EC,C5019-CH,C9120-EE,C9416-IC
E6414,C3397-CSE,C8405-IT,C5049-ME,C2458-EC,C5588-EC,C4070-EC,C7466-ME,C5989-EE,C9120-IC,C2642-CH
E5575,C5583-IT,C6416-CSE,C7134-CSE,C6792-EC,C3998-EC,C7479-EC,C2547-ME,C2051-CH,C7128-ICT,C9670-IC
E1107,C5019-IT,C9277-CSE,C5207-EC,C9846-ME,C8403-EC,C3998-ME,C7151-ME,C5848-ICT,C5989-EE,C9751-ICT
E3651,C8426-ME,C1961-IT,C5019-ME,C8772-EC,C9416-EC,C7343-ME,C3397-EC,C8200-IC,C2062-IC,C5302-EE
E9624,C9356-IT,C3305-IT,C9896-CSE,C3998-ME,C5207-ME,C5588-ME,C4852-ME,C8743-CH,C4566-IC,C8405-ICT
E9296,C2921-ME,C2921-ME,C7906-ME,C3305-EC,C2062-ME,C9590-ME,C1648-EC,C7479-IC,C2051-CH,C9896-ICT
E7881,C2458-CSE,C6525-ME,C8743-ME,C9080-ME,C9670-EC,C9416-EC,C5602-ME,C7343-CH,C1961-ICT,C5724-CH
E8907,C7479-IT,C3232-CSE,C9557-ME,C6073-EC,C7479-EC,C4566-ME,C2511-EC,C7937-EE,C4650-EE,C5049-ICT
E2631,C5479-CSE,C5019-CSE,C9416-EC,C8426-ME,C4922-EC,C7151-ME,C8426-EC,C3232-EE,C7198-EE,C7479-CH
E0966,C4852-ME,C7128-IT,C9277-ME,C8772-ME,C3998-EC,C4083-EC,C7128-EC,C2996-EE,C8200-IC,C8203-CH
E2009,C6698-ME,C7937-ME,C3397-CSE,C1648-EC,C7951-ME,C3397-EC,C7343-ME,C5588-CH,C4650-ICT,C5989-EE
E2788,C8743-IT,C9739-ME,C8405-CSE,C9356-EC,C7151-EC,C9751-EC,C5532-ME,C9416-IC,C2051-CH,C5049-CH
E3471,C4083-ME,C9846-ME,C2165-ME,C6301-ME,C7466-ME,C7151-ME,C2547-ME,C3799-IC,C3998-ICT,C5132-ICT
E2524,C6679-IT,C7128-ME,C5848-ME,C2558-EC,C8200-EC,C2511-EC,C8403-EC,C4515-IC,C9225-IC,C2996-EE
E2626,C5588-IT,C9590-CSE,C2558-IT,C9590-ME,C1648-ME,C5989-ME,C5989-ME,C2051-CH,C9080-IC,C8198-IC
E9500,C4070-CSE,C8426-ME,C8200-ME,C7479-ME,C8200-EC,C2342-EC,C2002-EC,C7937-CH,C4695-CH,C7937-CH
E6926,C8743-CSE,C9416-CSE,C5602-IT,C2000-ME,C9769-ME,C9670-ME,C4515-EC,C2342-IC,C6525-IC,C2547-EE
E2564,C1745-ME,C2642-IT,C4650-ME,C2165-ME,C8426-EC,C3232-EC,C4650-EC,C9080-IC,C8198-CH,C4000-EE
E2693,C5302-IT,C7937-ME,C5207-CSE,C9143-EC,C3232-ME,C9120-ME,C2996-ME,C1282-ICT,C4000-IC,C9590-ICT
E4827,C9670-CSE,C5588-ME,C5588-ME,C5207-EC,C2996-ME,C9080-EC,C9356-EC,C7951-EE,C5717-CH,C6698-EE
E0266,C8405-CSE,C5989-CSE,C9356-EC,C6073-EC,C5602-EC,C7151-EC,C7151-ME,C5302-ICT,C5302-ICT,C9846-EE
E1424,C5848-IT,C7479-ME,C3232-ME,C9120-ME,C2062-EC,C3397-ME,C2547-ME,C7951-ICT,C7951-EE,C8198-IC
E7925,C3397-IT,C3971-IT,C7937-EC,C5049-ME,C2062-ME,C2547-ME,C7343-EC,C2165-ICT,C1902-CH,C3998-ICT
E0903,C7071-ME,C3971-IT,C7343-EC,C5207-EC,C8200-EC,C3900-EC,C7951-ME,C5049-IC,C7198-EE,C8852-CH
E6774,C3971-ME,C7151-IT,C4650-EC,C2558-ME,C7134-ME,C8426-EC,C3998-ME,C6698-EE,C3998-CH,C3397-IC
E3984,C9896-CSE,C2642-IT,C6073-ME,C9769-ME,C3799-EC,C2996-EC,C3900-ME,C7906-IC,C7906-EE,C6698-CH
E5896,C8611-CSE,C9416-CSE,C9143-EC,C2002-ME,C7937-EC,C6073-ME,C7071-ME,C7748-IC,C5132-EE,C2458-CH
E4057,C6525-IT,C6301-ME,C1648-ME,C7134-ME,C9739-ME,C8198-EC,C2000-ME,C1648-CH,C2511-CH,C3397-CH
E6998,C9557-IT,C2000-IT,C6525-IT,C2342-ME,C8200-ME,C9038-EC,C1899-ME,C7906-CH,C5724-CH,C9670-CH
E5842,C6525-IT,C5602-ME,C8405-ME,C9751-EC,C8743-ME,C1648-ME,C1899-ME,C9080-CH,C7343-ICT,C4083-EE
E9682,C1674-CSE,C8203-CSE,C4852-CSE,C5989-ME,C3971-ME,C7128-EC,C2642-EC,C6706-CH,C2558-ICT,C5207-ICT
E3867,C3998-IT,C3397-CSE,C9356-ME,C3900-ME,C9080-ME,C9416-EC,C6301-ME,C8403-CH,C2921-EE,C4515-EE
E7398,C7951-ME,C9846-IT,C7151-EC,C2558-ME,C7748-ME,C7748-ME,C6301-ME,C9143-IC,C4566-EE,C2996-CH
E7966,C9038-CSE,C1899-CSE,C7071-IT,C9356-EC,C1899-ME,C4070-ME,C8198-EC,C7134-CH,C7951-EE,C5302-EE
E8574,C2002-CSE,C2051-ME,C6416-ME,C9739-ME,C8743-EC,C1745-ME,C9356-EC,C3305-EE,C9896-IC,C6416-ICT
E6306,C7128-CSE,C2642-ME,C2051-ME,C5848-ME,C2996-EC,C4953-EC,C1902-EC,C9416-IC,C5724-CH,C1899-IC
E0303,C9225-IT,C9590-IT,C8743-ME,C7128-ME,C7151-EC,C4953-ME,C4070-ME,C7466-IC,C1961-ICT,C9120-CH
E5599,C9356-CSE,C7479-CSE,C9739-CSE,C3900-EC,C9590-EC,C8198-ME,C7479-EC,C2002-EE,C9225-ICT,C5717-CH
E8996,C9739-CSE,C8743-CSE,C5479-CSE,C5848-EC,C2165-EC,C9751-ME,C4922-EC,C6679-ICT,C1902-ICT,C7128-CH
E3762,C2002-ME,C8405-CSE,C1899-CSE,C4070-EC,C6706-EC,C2558-ME,C5302-ME,C3305-ICT,C2547-CH,C5479-CH
E8721,C2511-ME,C2921-CSE,C5019-EC,C5848-ME,C9038-EC,C8426-EC,C9416-EC,C2002-EE,C9120-IC,C7937-CH
E9943,C1648-IT,C9751-ME,C6792-ME,C3397-ME,C6706-ME,C7198-ME,C9080-ME,C5717-IC,C1961-ICT,C6792-ICT
E5080,C9080-CSE,C6073-IT,C3397-CSE,C2921-ME,C4650-EC,C5989-ME,C2165-ME,C4515-CH,C9670-CH,C4885-CH
E2342,C8813-CSE,C2996-CSE,C9590-ME,C6792-ME,C7343-EC,C9277-ME,C3305-ME,C7937-ICT,C9356-CH,C2921-ICT
E2391,C4695-IT,C2921-IT,C7128-ME,C8772-EC,C8426-ME,C7151-ME,C1745-EC,C6792-ICT,C2511-IC,C8852-IC
E1971,C9080-IT,C2921-CSE,C9225-ME,C2642-EC,C9277-EC,C5588-ME,C8198-ME,C3998-CH,C9225-IC,C4000-ICT
E0863,C5207-ME,C4650-ME,C7937-EC,C1648-ME,C8200-ME,C9769-ME,C2342-ME,C7748-IC,C9120-CH,C5989-IC
E0250,C8611-ME,C2342-ME,C4070-ME,C7151-EC,C5602-EC,C8405-ME,C9143-EC,C4953-CH,C7479-CH,C2002-EE
E9097,C9590-CSE,C4922-IT,C9739-ME,C3900-EC,C9751-EC,C9120-ME,C8426-EC,C4070-IC,C2642-CH,C7343-EE
E1986,C9143-ME,C2511-ME,C3232-ME,C1648-EC,C8198-ME,C1745-EC,C9356-ME,C2165-CH,C5479-IC,C3971-IC
E2508,C2996-ME,C2062-CSE,C1902-ME,C4083-EC,C2558-EC,C7466-EC,C2511-ME,C2996-IC,C7479-ICT,C6301-EE
E1056,C9356-IT,C9225-ME,C5989-CSE,C2558-EC,C8405-EC,C9356-EC,C4695-ME,C7479-IC,C8743-IC,C8200-EE
E5716,C1282-CSE,C8426-IT,C2921-ME,C8200-EC,C9751-ME,C2165-ME,C9143-ME,C4515-CH,C8405-ICT,C2996-CH
E0130,C6525-ME,C2000-CSE,C9590-CSE,C4650-EC,C2165-ME,C7071-ME,C9080-EC,C2996-ICT,C3397-EE,C8198-CH
E3859,C6706-ME,C7151-IT,C1745-EC,C8403-EC,C6698-ME,C7479-ME,C8426-ME,C3900-ICT,C5302-CH,C6073-EE
E6309,C9739-CSE,C7134-ME,C5989-EC,C2996-EC,C6073-EC,C2921-EC,C2996-EC,C8852-IC,C9356-EE,C2458-EE
E6617,C7906-CSE,C9590-CSE,C4083-ME,C8198-EC,C7748-EC,C9590-ME,C5132-EC,C8426-EE,C9038-EE,C9038-CH
E8055,C6792-ME,C8852-IT,C2996-ME,C2511-EC,C5302-EC,C5989-EC,C9670-EC,C5532-IC,C7906-IC,C6706-EE
E2985,C2165-CSE,C7198-IT,C9356-ME,C7951-ME,C4922-EC,C3973-ME,C3971-EC,C5724-EE,C8852-CH,C1902-ICT
E4019,C3397-IT,C4852-CSE,C7951-CSE,C2547-ME,C5302-EC,C9225-ME,C3998-EC,C9670-IC,C7071-CH,C7343-ICT
E8548,C6525-CSE,C7198-CSE,C8772-IT,C2996-EC,C7748-ME,C9080-ME,C6706-ME,C1674-IC,C1648-ICT,C8203-IC
E9146,C7951-ME,C9557-IT,C9739-ME,C5132-EC,C9143-ME,C2642-ME,C4953-EC,C1902-EE,C3900-CH,C2165-CH
E3008,C4070-ME,C7906-CSE,C5848-ME,C1961-EC,C4953-ME,C9896-EC,C2002-ME,C7466-CH,C5583-IC,C4083-ICT
E8980,C5207-CSE,C5588-CSE,C4953-CSE,C2996-EC,C2342-ME,C5302-ME,C2342-ME,C2051-ICT,C6792-CH,C9143-ICT
E3970,C5583-ME,C4852-IT,C9896-ME,C5207-ME,C5207-EC,C3973-ME,C9143-ME,C5989-EE,C7748-IC,C8743-EE
E5830,C8611-ME,C1899-CSE,C5588-CSE,C8426-ME,C1899-EC,C2921-EC,C7343-EC,C9769-CH,C9739-IC,C2642-ICT
E8006,C2342-ME,C6416-ME,C4515-EC,C6525-EC,C9769-ME,C5583-EC,C7343-ME,C1648-EE,C9277-CH,C5049-IC
E0914,C9739-IT,C8743-ME,C9416-ME,C9751-ME,C9416-ME,C9080-ME,C7479-ME,C8200-IC,C5132-ICT,C2165-ICT
E1997,C4515-IT,C5049-IT,C1282-CSE,C3900-EC,C1902-EC,C7071-ME,C5588-ME,C9670-ICT,C1282-IC,C9557-CH
E7521,C2051-IT,C7198-ME,C5532-CSE,C9590-EC,C5602-ME,C9143-ME,C8198-ME,C3900-CH,C2051-CH,C5602-IC
E2794,C4083-IT,C6679-ME,C1282-ME,C9739-ME,C9356-ME,C9670-ME,C1899-ME,C3998-EE,C7951-EE,C3799-ICT
E7630,C2511-ME,C8203-ME,C6792-ME,C7343-ME,C3305-EC,C6525-EC,C5583-EC,C4695-CH,C5302-ICT,C8405-IC
E2899,C1899-IT,C6679-IT,C4695-ME,C6073-EC,C7906-ME,C1902-EC,C6706-EC,C6416-EE,C8198-CH,C3973-IC
E5251,C9739-ME,C2000-ME,C4070-CSE,C9557-ME,C9225-ME,C7128-ME,C8203-EC,C5717-CH,C4852-IC,C5479-IC
E4051,C2642-IT,C5588-CSE,C9769-ME,C8743-EC,C8203-EC,C4953-EC,C4070-ME,C5532-IC,C1902-EE,C6679-ICT
E8666,C7071-IT,C8852-IT,C8813-CSE,C4515-EC,C3998-ME,C9416-EC,C9143-EC,C6698-EE,C2002-EE,C2002-ICT
E3419,C7198-IT,C2062-CSE,C4566-ME,C4922-EC,C2642-ME,C5532-ME,C5049-ME,C4070-ICT,C2002-CH,C2051-ICT
E9595,C5302-CSE,C5532-ME,C6679-EC,C7951-ME,C9277-EC,C8743-EC,C4922-ME,C3998-CH,C6525-CH,C9769-CH
E6050,C9143-CSE,C3232-CSE,C7466-ME,C9751-ME,C5588-ME,C2051-EC,C2062-EC,C9590-CH,C9356-EE,C9277-EE
E7056,C2458-CSE,C7479-CSE,C4922-ME,C6706-ME,C7128-EC,C6525-ME,C4070-EC,C9751-ICT,C2002-ICT,C3232-EE
E1364,C1745-IT,C1899-CSE,C7128-ME,C6698-ME,C7128-ME,C9080-EC,C2002-EC,C4515-IC,C8611-CH,C9416-EE
E2269,C9356-IT,C1674-CSE,C3799-CSE,C7748-ME,C7479-EC,C7466-ME,C7128-ME,C1902-CH,C9739-CH,C2002-EE
E8951,C8403-IT,C6679-IT,C9356-ME,C7198-ME,C9277-EC,C6416-ME,C9670-ME,C8200-CH,C7748-IC,C2000-EE
E2057,C3998-ME,C9225-IT,C2921-IT,C2165-ME,C5207-ME,C9670-ME,C1648-EC,C8743-ICT,C8203-EE,C2002-ICT
E8066,C1899-ME,C2921-CSE,C4885-CSE,C1961-EC,C9751-ME,C8200-EC,C3973-ME,C5479-EE,C4070-CH,C1674-ICT
E4033,C7198-CSE,C7128-IT,C5207-CSE,C5848-ME,C9277-EC,C4885-EC,C9277-ME,C8852-EE,C6301-CH,C8403-EE
E5518,C5588-ME,C2002-CSE,C9356-EC,C2165-ME,C1745-ME,C6679-EC,C4695-ME,C5049-ICT,C8198-EE,C2558-IC
E3618,C9769-CSE,C5479-CSE,C9670-IT,C9120-ME,C5302-ME,C9896-EC,C1745-ME,C8426-IC,C2511-IC,C8611-CH
E3168,C4515-IT,C9225-IT,C5532-CSE,C7479-ME,C9670-EC,C5583-EC,C1745-ME,C2558-EE,C9769-IC,C2002-EE
E2677,C9739-IT,C5049-IT,C5049-CSE,C9896-EC,C2051-EC,C7906-ME,C2165-EC,C5848-ICT,C8743-IC,C8198-ICT
E2616,C8405-CSE,C5602-ME,C1745-ME,C1745-ME,C2511-ME,C2511-EC,C3232-ME,C7937-CH,C9416-CH,C7128-EE
E6383,C9590-ME,C7128-ME,C5848-ME,C4083-EC,C2558-ME,C6792-ME,C6073-ME,C3971-EE,C9896-IC,C4953-EE
E7021,C9751-ME,C8203-IT,C2921-CSE,C8743-EC,C6073-ME,C9038-EC,C9896-EC,C4515-EE,C5602-EE,C5207-ICT
E9421,C4695-IT,C6698-ME,C7343-CSE,C6073-ME,C6706-ME,C8426-EC,C5207-EC,C6416-IC,C9143-CH,C8852-CH
E0386,C7466-CSE,C5602-IT,C8426-IT,C9670-EC,C2921-EC,C4922-ME,C5848-EC,C8813-EE,C6301-EE,C2051-EE
E0997,C5583-CSE,C3232-CSE,C3971-ME,C4922-ME,C9356-ME,C7343-EC,C7128-ME,C2000-ICT,C6679-CH,C4515-IC
E5202,C9769-ME,C3973-IT,C6525-CSE,C8611-ME,C7151-ME,C2342-EC,C6706-ME,C8743-IC,C7071-CH,C2511-EE
E7388,C1282-IT,C4885-CSE,C8611-IT,C9277-EC,C7748-ME,C5207-EC,C9846-ME,C7748-IC,C2642-ICT,C9143-IC
E9491,C7951-CSE,C8200-CSE,C3799-CSE,C1282-ME,C9751-EC,C9751-EC,C2051-ME,C3998-IC,C7906-EE,C6073-EE
E5273,C5207-CSE,C2642-IT,C3900-CSE,C7479-ME,C1899-EC,C3397-EC,C8203-EC,C6698-EE,C2511-IC,C8403-CH
E8658,C8405-CSE,C4885-CSE,C1648-ME,C6706-EC,C2062-ME,C7479-EC,C1902-EC,C3397-CH,C3900-ICT,C9120-ICT
E2487,C6792-ME,C1282-ME,C8743-EC,C9277-ME,C5532-ME,C7128-EC,C4922-EC,C6301-CH,C7937-EE,C5207-EE
E7384,C9557-CSE,C7128-CSE,C9739-ME,C2458-EC,C6301-ME,C2062-ME,C5302-EC,C8743-IC,C5132-EE,C2165-CH
E3226,C5989-ME,C2558-ME,C9896-IT,C9143-ME,C2062-ME,C8198-ME,C8772-ME,C8198-CH,C5532-CH,C7071-CH
E8850,C5479-IT,C9277-CSE,C9670-EC,C1961-ME,C3998-ME,C4650-EC,C3305-ME,C2558-IC,C3397-IC,C4000-IC
E4303,C8611-CSE,C4922-ME,C9896-EC,C4922-EC,C9143-ME,C3971-EC,C2996-ME,C3998-EE,C7151-CH,C7151-CH
E4555,C3305-IT,C9670-ME,C7071-ME,C9143-ME,C2342-EC,C2921-EC,C6698-ME,C2165-CH,C2511-ICT,C7748-IC
E5101,C1648-ME,C8405-CSE,C1648-ME,C3305-ME,C7198-ME,C5049-ME,C2511-ME,C9739-IC,C4070-CH,C4953-CH
E8586,C9769-CSE,C3305-ME,C2996-EC,C4070-EC,C9277-EC,C2996-EC,C4885-EC,C9751-ICT,C6698-EE,C9670-IC
E1703,C7748-ME,C5532-CSE,C3305-CSE,C6792-EC,C5049-ME,C4922-EC,C5848-EC,C9225-CH,C6792-CH,C8611-EE
E3475,C2062-IT,C4695-CSE,C5132-IT,C6301-ME,C9416-EC,C9590-ME,C4650-ME,C1899-IC,C2002-EE,C4922-IC
E5796,C9277-CSE,C9896-ME,C3397-ME,C5989-ME,C6416-ME,C1961-EC,C2558-ME,C5479-ICT,C9896-EE,C5848-ICT
E1890,C9739-ME,C8405-ME,C2165-IT,C5207-EC,C9356-EC,C1282-ME,C5848-EC,C8772-EE,C8611-ICT,C2642-CH
E0887,C9120-ME,C8772-IT,C3305-ME,C3998-EC,C8611-ME,C4566-ME,C4070-ME,C1899-CH,C4083-EE,C1902-CH
E3712,C9557-IT,C7479-CSE,C7071-ME,C4852-ME,C5207-ME,C8743-ME,C9590-EC,C8426-ICT,C9120-EE,C8198-IC
E2464,C9769-CSE,C5049-ME,C3305-ME,C7748-EC,C2342-ME,C4083-EC,C8203-ME,C7134-CH,C7071-ICT,C9356-ICT
E7799,C9225-IT,C9751-IT,C9751-ME,C4885-EC,C4650-EC,C2511-EC,C1648-ME,C9277-EE,C7937-ICT,C4695-ICT
E5537,C9739-IT,C2051-ME,C9846-ME,C3397-ME,C2051-ME,C5848-ME,C6706-EC,C5588-EE,C7343-EE,C1961-CH
E3751,C8772-ME,C4566-ME,C2996-ME,C9751-ME,C9080-ME,C3998-ME,C5583-EC,C6073-ICT,C7134-ICT,C4650-ICT
E8271,C1282-CSE,C8198-CSE,C4566-ME,C4083-EC,C5602-ME,C4083-ME,C9751-EC,C1902-CH,C4000-CH,C3305-IC
E3311,C1899-ME,C3971-IT,C7343-ME,C9769-ME,C5989-EC,C5583-ME,C1648-ME,C9896-IC,C5132-IC,C2458-ICT
E3423,C2511-ME,C2511-IT,C4953-ME,C1745-ME,C8203-EC,C7343-ME,C7071-ME,C1282-CH,C9739-ICT,C8198-EE
E8467,C8403-IT,C3900-CSE,C5848-ME,C8813-EC,C7134-ME,C6301-ME,C4515-EC,C9769-IC,C8772-IC,C9557-EE
E0356,C9277-ME,C7937-CSE,C2511-EC,C6706-EC,C7151-ME,C5132-EC,C1961-EC,C5724-ICT,C5207-IC,C9739-CH
E3046,C4695-CSE,C9356-CSE,C2642-ME,C1899-ME,C4852-ME,C2558-ME,C5583-ME,C9277-CH,C8403-CH,C3397-ICT
E3783,C4695-CSE,C8203-ME,C8852-IT,C7937-EC,C7466-ME,C5207-EC,C9739-ME,C5479-CH,C1648-EE,C5302-IC
E4002,C1648-CSE,C3397-ME,C9120-ME,C2511-ME,C9120-ME,C1902-ME,C9416-ME,C4852-IC,C6416-IC,C2342-ICT
E9881,C4885-CSE,C6706-CSE,C7198-IT,C3998-EC,C9356-EC,C8405-ME,C5989-EC,C5302-EE,C2458-CH,C8813-EE
E9544,C6706-ME,C8743-ME,C4922-EC,C9277-ME,C6706-EC,C5302-EC,C2342-EC,C5479-IC,C7951-EE,C5302-EE
E6672,C5049-ME,C6698-ME,C5989-ME,C1902-ME,C7128-EC,C4083-ME,C5049-ME,C7748-ICT,C7151-CH,C9751-ICT
E2164,C9143-ME,C2547-CSE,C7748-EC,C4083-ME,C4083-ME,C4515-EC,C1961-EC,C6679-ICT,C9080-IC,C9225-IC
