Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E9826,95,59,49,40,54,297,9124
E5972,50,51,49,51,96,297,9125
E2256,44,59,89,54,51,297,9126
E6694,45,52,90,42,68,297,9127
E0299,49,47,53,79,69,297,9128
E8124,63,50,40,96,48,297,9129
E4896,52,75,47,44,79,297,9130
E6789,75,50,48,80,44,297,9131
E3131,81,44,49,57,66,297,9132
E1754,75,57,71,47,47,297,9133
E1156,78,40,61,62,56,297,9134
E3209,63,47,50,67,70,297,9135
E8150,54,71,59,69,44,297,9136
E3951,59,67,50,46,75,297,9137
E4454,48,74,49,43,83,297,9138
E0065,40,42,76,88,51,297,9139
E9991,46,60,40,66,85,297,9140
E0991,58,64,48,60,67,297,9141
E5354,54,68,43,72,60,297,9142
E3196,55,58,46,63,75,297,9143
E7149,86,48,50,63,50,297,9144
E1072,50,79,66,44,58,297,9145
E2407,69,48,72,64,44,297,9146
E3164,48,57,51,99,42,297,9147
E5726,63,43,62,74,55,297,9148
E2286,57,44,89,62,44,296,9149
E9293,53,48,79,61,55,296,9150
E2415,42,55,60,47,92,296,9151
E0616,65,49,55,72,55,296,9152
E5944,92,41,68,47,48,296,9153
E6237,43,90,47,50,66,296,9154
E9817,49,56,59,56,76,296,9155
E1571,71,46,43,83,53,296,9156
E4993,82,61,52,45,56,296,9157
E6269,79,49,43,64,61,296,9158
E0602,70,78,45,55,48,296,9159
E9360,41,55,83,72,45,296,9160
E4424,60,43,61,60,72,296,9161
E6532,63,51,41,85,56,296,9162
E1149,68,55,47,63,63,296,9163
E6540,46,82,71,56,41,296,9164
E4661,62,40,52,62,80,296,9165
E3194,79,51,49,71,46,296,9166
E0209,99,56,49,44,48,296,9167
E5499,43,79,69,62,43,296,9168
E2848,82,55,44,44,71,296,9169
E7234,77,41,58,42,78,296,9170
E4236,62,76,43,74,41,296,9171
E3775,45,49,62,89,51,296,9172
E9825,99,68,43,45,41,296,9173
E0743,40,60,82,52,62,296,9174
E0018,99,46,46,40,65,296,9175
E9896,54,58,55,60,69,296,9176
E9994,84,55,40,69,48,296,9177
E1081,43,40,79,44,89,295,9178
E3267,49,62,87,48,49,295,9179
E3357,48,47,52,61,87,295,9180
E8814,40,61,40,70,84,295,9181
E2852,64,53,51,82,45,295,9182
E6026,42,44,80,85,44,295,9183
E6647,45,67,57,69,57,295,9184
E5313,54,63,87,41,50,295,9185
E2072,66,63,47,69,50,295,9186
E1931,88,47,43,64,53,295,9187
E5937,55,61,46,63,70,295,9188
E7151,72,43,93,45,42,295,9189
E6743,42,68,55,75,55,295,9190
E3698,56,79,41,57,62,295,9191
E2783,42,54,95,41,63,295,9192
E4376,46,82,57,61,49,295,9193
E6478,68,43,53,64,67,295,9194
E3137,48,53,83,58,53,295,9195
E4201,55,49,46,47,98,295,9196
E0545,70,79,57,46,43,295,9197
E9996,54,72,71,52,46,295,9198
E5337,72,74,52,57,40,295,9199
E2476,66,63,58,56,52,295,9200
E0680,47,77,57,68,46,295,9201
E8258,42,42,72,85,54,295,9202
E7649,51,41,60,79,64,295,9203
E2964,52,45,58,92,48,295,9204
E1488,56,50,95,50,44,295,9205
E8056,74,76,41,52,52,295,9206
E8138,40,55,46,84,70,295,9207
E0479,55,67,46,86,41,295,9208
E8162,52,55,45,65,78,295,9209
E2311,65,60,77,42,51,295,9210
E3902,46,83,44,51,71,295,9211
E7722,53,55,71,60,56,295,9212
E9033,54,51,40,50,99,294,9213
E6290,52,40,56,87,59,294,9214
E6003,47,88,57,61,41,294,9215
E9947,44,48,73,57,72,294,9216
E0233,55,41,85,53,60,294,9217
E0682,69,87,51,46,41,294,9218
E1355,77,67,62,44,44,294,9219
E6070,56,85,53,59,41,294,9220
E0173,53,52,66,59,64,294,9221
E2773,41,69,54,55,75,294,9222
E6823,63,45,66,50,70,294,9223
E3340,78,58,42,70,46,294,9224
E8046,47,41,59,55,92,294,9225
E7574,66,46,76,55,51,294,9226
E0042,49,77,41,62,65,294,9227
E4346,43,68,60,71,52,294,9228
E9249,67,47,42,77,61,294,9229
E2053,47,80,59,41,67,294,9230
E2688,45,53,68,72,56,294,9231
E0026,63,56,41,52,82,294,9232
E3926,74,54,46,48,72,294,9233
E6604,64,70,51,52,57,294,9234
E3838,64,46,50,47,87,294,9235
E2465,64,82,51,51,46,294,9236
E9636,49,75,40,50,80,294,9237
E5737,46,79,56,43,70,294,9238
E3058,79,41,55,57,62,294,9239
E2419,76,40,47,74,57,294,9240
E6145,46,76,44,68,60,294,9241
E0128,50,49,76,69,50,294,9242
E8247,45,52,83,62,52,294,9243
E4313,54,56,73,49,62,294,9244
E5333,76,49,57,55,57,294,9245
E0004,47,51,62,50,84,294,9246
E8981,54,46,90,61,42,293,9247
E8246,44,80,59,67,43,293,9248
E6450,57,82,51,62,41,293,9249
E2207,49,54,46,86,58,293,9250
E5094,59,64,56,47,67,293,9251
E0918,53,75,41,72,52,293,9252
E5636,63,49,48,54,79,293,9253
E3527,41,48,57,77,70,293,9254
E9154,53,51,68,55,66,293,9255
E0216,45,98,45,42,63,293,9256
E7318,76,69,41,64,43,293,9257
E0414,52,46,81,59,55,293,9258
E2910,54,80,54,46,59,293,9259
E8482,44,53,83,61,52,293,9260
E4481,44,84,57,68,40,293,9261
E5233,54,70,44,50,75,293,9262
E0732,46,49,64,65,69,293,9263
E4438,48,50,56,83,56,293,9264
E1059,47,51,79,74,42,293,9265
E5544,43,64,74,72,40,293,9266
E2961,52,65,48,55,73,293,9267
E9095,85,60,57,51,40,293,9268
E3006,83,40,44,46,80,293,9269
E2893,60,44,51,42,96,293,9270
E2596,59,57,40,54,83,293,9271
E7059,73,52,58,51,59,293,9272
E2208,100,69,43,40,41,293,9273
E1903,75,56,61,40,61,293,9274
E3458,50,48,72,75,48,293,9275
E9597,77,42,70,62,42,293,9276
E1470,52,49,81,41,70,293,9277
E7240,60,100,40,47,46,293,9278
E1483,70,52,77,44,50,293,9279
E4684,70,46,77,45,55,293,9280
E0142,60,58,46,80,49,293,9281
E8843,48,79,55,58,53,293,9282
E7581,46,75,50,68,54,293,9283
E1453,43,63,61,57,69,293,9284
E7781,53,51,49,49,91,293,9285
E4177,79,47,54,66,47,293,9286
E8414,60,41,49,54,89,293,9287
E7215,42,94,59,55,43,293,9288
E6481,50,51,51,52,89,293,9289
E9646,69,66,45,45,67,292,9290
E0965,51,45,90,60,46,292,9291
E5700,50,86,45,50,61,292,9292
E1185,58,79,61,43,51,292,9293
E0741,62,55,42,71,62,292,9294
E0222,42,67,67,56,60,292,9295
E0841,69,45,85,42,51,292,9296
E8559,46,56,63,52,75,292,9297
E6065,65,44,41,60,82,292,9298
E0528,50,44,66,67,65,292,9299
E1102,61,56,49,41,85,292,9300
E9839,50,46,77,62,57,292,9301
E8755,49,49,93,45,56,292,9302
E3733,57,46,62,44,83,292,9303
E6406,41,42,70,63,76,292,9304
E2648,54,79,40,65,54,292,9305
E0152,47,62,64,62,57,292,9306
E8924,58,60,52,58,64,292,9307
E1290,77,53,40,47,75,292,9308
E8732,55,49,97,40,51,292,9309
E2997,51,88,73,40,40,292,9310
E1431,62,64,63,52,51,292,9311
E9465,77,48,63,48,56,292,9312
E2789,56,50,66,77,43,292,9313
E4136,47,70,58,54,63,292,9314
E7648,57,55,54,52,74,292,9315
E8874,44,47,51,100,50,292,9316
E3361,64,47,47,81,53,292,9317
E2371,45,57,41,69,80,292,9318
E9721,72,42,55,51,72,292,9319
E3754,61,52,87,43,49,292,9320
E7872,44,86,64,54,44,292,9321
E6771,48,46,40,78,80,292,9322
E7740,52,67,47,44,82,292,9323
E0498,81,53,50,68,40,292,9324
E0076,77,47,49,69,50,292,9325
E2943,66,44,45,70,67,292,9326
E8092,50,91,45,45,61,292,9327
E9473,47,61,75,50,59,292,9328
E3966,56,65,50,81,40,292,9329
E6662,45,60,64,57,65,291,9330
E4208,56,49,69,69,48,291,9331
E9464,84,60,62,42,43,291,9332
E7665,69,43,58,65,56,291,9333
E7460,79,47,40,53,72,291,9334
E4446,45,57,77,59,53,291,9335
E8215,43,55,74,54,65,291,9336
E3465,61,75,47,51,57,291,9337
E0942,53,93,53,45,47,291,9338
E0720,59,49,45,51,87,291,9339
E5325,40,42,72,70,67,291,9340
E6810,50,61,48,42,90,291,9341
E2206,40,48,73,67,63,291,9342
E6160,57,46,70,73,45,291,9343
E3767,76,42,65,59,49,291,9344
E9569,88,47,73,42,41,291,9345
E1944,55,53,86,56,41,291,9346
E6210,50,57,59,81,44,291,9347
E4190,76,49,71,40,55,291,9348
E9300,79,57,51,55,49,291,9349
E1195,67,42,55,54,73,291,9350
E9131,88,67,46,48,42,291,9351
E9600,41,75,58,45,72,291,9352
E7624,48,42,87,60,54,291,9353
E8570,62,58,40,51,80,291,9354
E0866,42,49,75,84,41,291,9355
E3377,66,47,70,52,56,291,9356
E4979,73,45,53,67,52,290,9357
E7219,55,61,46,62,66,290,9358
E8036,43,54,75,59,59,290,9359
E2745,49,89,41,50,61,290,9360
E9974,65,45,50,77,53,290,9361
E9073,47,56,65,76,46,290,9362
E2281,54,43,52,56,85,290,9363
E7816,67,40,60,50,73,290,9364
E0768,44,67,84,48,47,290,9365
E4034,56,46,58,77,53,290,9366
E2096,44,40,82,71,53,290,9367
E6684,66,80,52,44,48,290,9368
E0489,56,43,52,88,51,290,9369
E0840,50,44,89,59,48,290,9370
E7639,78,65,57,42,48,290,9371
E9311,44,54,51,59,82,290,9372
E1784,63,64,50,50,63,290,9373
E1835,52,45,64,41,88,290,9374
E1750,88,80,41,40,41,290,9375
E9106,82,49,45,46,68,290,9376
E1711,67,52,44,64,63,290,9377
E1086,49,59,74,50,58,290,9378
E5268,61,55,61,55,58,290,9379
E3224,41,65,43,46,95,290,9380
E1712,82,43,52,54,59,290,9381
E4204,87,44,67,45,47,290,9382
E0344,68,47,56,52,67,290,9383
E5730,41,73,44,45,87,290,9384
E6990,53,69,55,42,71,290,9385
E5215,76,54,48,43,68,289,9386
E9951,60,45,55,49,80,289,9387
E6910,42,57,53,48,89,289,9388
E6338,47,82,45,48,67,289,9389
E6188,58,41,58,44,88,289,9390
E2162,63,65,40,62,59,289,9391
E8071,67,40,86,53,43,289,9392
E5620,79,42,73,45,50,289,9393
E0008,58,47,40,87,57,289,9394
E5774,53,46,63,71,56,289,9395
E6591,52,65,61,59,52,289,9396
E5999,41,42,48,58,100,289,9397
E0412,68,46,66,49,60,289,9398
E8203,80,62,44,58,45,289,9399
E7728,81,70,45,40,53,289,9400
E2886,83,40,60,46,60,289,9401
E2574,60,49,41,98,41,289,9402
E3608,66,67,48,47,61,289,9403
E2845,43,53,72,46,75,289,9404
E9954,84,44,47,43,71,289,9405
E8387,40,66,88,54,41,289,9406
E4368,93,42,52,54,48,289,9407
E0880,50,58,55,44,82,289,9408
E8686,40,52,79,49,69,289,9409
E2441,54,65,77,48,45,289,9410
E0163,58,60,76,45,50,289,9411
E3619,71,43,86,41,48,289,9412
E9483,72,62,41,42,72,289,9413
E0357,65,47,41,90,46,289,9414
E6947,54,41,67,67,60,289,9415
E1125,45,78,40,54,72,289,9416
E2348,94,46,44,43,62,289,9417
E6761,74,57,45,64,49,289,9418
E8635,56,57,45,40,91,289,9419
E2220,48,43,89,64,45,289,9420
E9054,79,41,57,56,56,289,9421
E4597,41,61,65,79,42,288,9422
E5613,50,49,92,43,54,288,9423
E0832,45,97,40,41,65,288,9424
E2555,42,74,45,49,78,288,9425
E8668,68,60,70,49,41,288,9426
E3219,62,49,46,42,89,288,9427
E1564,65,44,48,75,56,288,9428
E2998,42,42,71,91,42,288,9429
E1678,69,50,48,64,57,288,9430
E1780,53,65,83,43,44,288,9431
E0098,66,47,56,44,75,288,9432
E5227,51,66,47,57,67,288,9433
E2780,42,55,40,80,71,288,9434
E1279,41,43,64,73,67,288,9435
E2841,41,43,51,76,77,288,9436
E1588,52,45,59,69,63,288,9437
E9914,41,76,42,49,80,288,9438
E1550,63,43,55,72,55,288,9439
E5913,43,78,42,40,85,288,9440
E3049,73,59,45,58,53,288,9441
E0975,46,45,45,92,60,288,9442
E2492,68,47,48,47,78,288,9443
E9432,53,42,82,60,51,288,9444
E8030,41,60,41,70,76,288,9445
E5493,73,70,56,43,46,288,9446
E7969,45,80,40,61,62,288,9447
E0063,73,42,49,60,64,288,9448
E5399,49,51,85,53,50,288,9449
E2240,70,56,42,53,67,288,9450
E6735,45,71,49,56,67,288,9451
E1116,58,45,66,61,58,288,9452
E1921,48,71,67,56,46,288,9453
E1273,78,59,40,61,50,288,9454
E4096,50,49,58,67,64,288,9455
E9196,48,59,42,50,89,288,9456
E7833,55,56,45,43,88,287,9457
E0990,67,51,71,43,55,287,9458
E0390,48,57,82,55,45,287,9459
E6315,41,67,48,72,59,287,9460
E5637,63,43,72,53,56,287,9461
E9295,57,72,45,41,72,287,9462
E2074,94,53,43,49,48,287,9463
E6121,52,66,63,65,41,287,9464
E5380,67,49,67,40,64,287,9465
E2216,49,59,48,75,56,287,9466
E9162,42,42,45,59,99,287,9467
E8373,47,65,84,48,43,287,9468
E1278,45,90,46,63,43,287,9469
E3454,50,44,41,94,58,287,9470
E4763,81,42,49,43,72,287,9471
E3707,41,57,68,61,60,287,9472
E6251,42,49,78,46,72,287,9473
E8828,59,67,52,52,57,287,9474
E7696,44,71,57,70,45,287,9475
E1645,41,97,43,56,50,287,9476
E9840,88,47,56,41,55,287,9477
E5491,48,95,44,46,54,287,9478
E7895,73,42,43,85,44,287,9479
E1737,62,49,57,68,51,287,9480
E3214,82,43,52,66,44,287,9481
E1089,51,48,52,44,91,286,9482
E9535,53,48,54,53,78,286,9483
E9237,54,48,43,77,64,286,9484
E7708,72,60,41,68,45,286,9485
E9654,87,63,43,42,51,286,9486
E7676,65,76,61,41,43,286,9487
E4837,64,52,79,45,46,286,9488
E0085,48,48,50,85,55,286,9489
E8801,45,67,70,51,53,286,9490
E6393,65,44,74,53,50,286,9491
E9356,41,75,48,72,50,286,9492
E1128,66,57,48,48,67,286,9493
E5989,44,67,44,43,88,286,9494
E8709,55,50,44,42,95,286,9495
E7985,50,62,78,55,41,286,9496
E5888,46,55,60,50,75,286,9497
E0787,47,44,44,73,78,286,9498
E6508,72,54,56,43,61,286,9499
E5029,42,77,53,57,57,286,9500
E1330,51,41,54,92,48,286,9501
E0526,75,46,67,53,45,286,9502
E2610,71,48,52,61,54,286,9503
E7553,40,67,43,53,83,286,9504
E8449,58,51,55,41,80,285,9505
E8519,53,65,79,44,44,285,9506
E8397,68,50,48,66,53,285,9507
E5336,77,47,56,51,54,285,9508
E2198,44,87,61,47,46,285,9509
E9157,77,42,69,42,55,285,9510
E7391,49,56,67,70,43,285,9511
E5632,72,45,44,73,51,285,9512
E1528,82,46,55,52,50,285,9513
E1398,51,67,80,47,40,285,9514
E2382,45,47,57,78,58,285,9515
E4519,80,48,59,47,51,285,9516
E7102,43,86,64,49,43,285,9517
E4116,40,91,44,50,60,285,9518
E9006,70,41,55,45,74,285,9519
E7009,87,57,52,41,48,285,9520
E8692,43,47,58,53,84,285,9521
E8442,61,56,44,46,78,285,9522
E4390,54,41,41,71,78,285,9523
E4665,56,40,50,99,40,285,9524
E5751,47,48,40,79,71,285,9525
E6189,52,47,48,64,74,285,9526
E0999,65,42,94,42,42,285,9527
E9350,45,41,41,77,81,285,9528
E6060,44,40,58,47,96,285,9529
E1366,82,70,44,45,44,285,9530
E6791,45,53,92,50,45,285,9531
E2847,73,55,64,40,53,285,9532
E5249,44,45,91,63,42,285,9533
E0459,53,63,60,64,44,284,9534
E6738,49,50,51,54,80,284,9535
E9570,53,44,70,46,71,284,9536
E2522,52,74,45,47,66,284,9537
E0658,40,75,42,42,85,284,9538
E7255,52,57,44,44,87,284,9539
E2138,50,75,54,46,59,284,9540
E9014,57,61,45,69,52,284,9541
E3468,75,49,52,40,68,284,9542
E7199,46,54,63,61,60,284,9543
E9748,54,42,68,63,57,284,9544
E9611,68,70,55,45,46,284,9545
E0557,51,58,44,82,49,284,9546
E9945,73,42,57,52,60,284,9547
E1969,63,67,48,56,50,284,9548
E1270,42,73,44,58,67,284,9549
E3024,45,53,73,64,49,284,9550
E5127,40,53,63,72,56,284,9551
E2655,45,81,53,61,44,284,9552
E3503,58,40,56,56,74,284,9553
E3182,60,82,43,48,51,284,9554
E7725,45,66,57,51,65,284,9555
E4719,44,52,84,45,59,284,9556
E3971,58,52,40,80,54,284,9557
E4383,41,46,83,47,67,284,9558
E2831,41,70,53,43,77,284,9559
E3201,55,63,49,56,61,284,9560
E6646,78,44,57,60,45,284,9561
E7408,70,49,46,51,68,284,9562
E4348,47,66,70,52,49,284,9563
E3203,40,50,87,57,50,284,9564
E7945,46,50,55,44,89,284,9565
E9216,65,42,92,43,42,284,9566
E3761,56,42,78,41,67,284,9567
E1359,74,45,47,59,59,284,9568
E1976,61,41,73,47,62,284,9569
E8297,59,61,49,66,48,283,9570
E8968,45,68,45,60,65,283,9571
E1542,40,82,40,68,53,283,9572
E6914,87,55,42,42,57,283,9573
E2938,58,41,58,64,62,283,9574
E7335,41,47,78,65,52,283,9575
E4888,54,40,58,60,71,283,9576
E7183,66,68,53,52,44,283,9577
E7325,60,61,58,42,62,283,9578
E1165,40,49,50,54,90,283,9579
E7903,45,40,50,79,69,283,9580
E2669,42,58,68,74,41,283,9581
E4131,45,40,71,75,52,283,9582
E0707,61,41,72,46,63,283,9583
E3009,65,58,56,64,40,283,9584
E4560,53,75,42,67,46,283,9585
E0936,62,80,48,40,53,283,9586
E8518,69,44,64,61,45,283,9587
E1342,45,56,64,74,44,283,9588
E7888,61,60,40,50,72,283,9589
E6882,79,44,50,59,51,283,9590
E1916,50,55,51,56,71,283,9591
E3862,49,41,53,40,99,282,9592
E2174,41,44,62,74,61,282,9593
E1020,84,60,58,40,40,282,9594
E2695,83,63,41,44,51,282,9595
E9832,40,41,63,93,45,282,9596
E3938,76,40,45,40,81,282,9597
E1474,67,62,49,51,53,282,9598
E7039,50,68,62,53,49,282,9599
E1373,55,45,47,90,45,282,9600
E1772,86,54,41,50,51,282,9601
E2112,71,62,53,54,42,282,9602
E8587,55,51,69,64,43,282,9603
E6025,74,67,45,50,46,282,9604
E5010,40,55,66,78,43,282,9605
E6386,82,41,56,42,61,282,9606
E7307,60,59,56,65,42,282,9607
E7675,40,72,60,48,62,282,9608
E9693,48,66,49,78,41,282,9609
E5693,86,50,40,63,43,282,9610
E2171,48,47,47,91,49,282,9611
E3291,49,53,74,52,54,282,9612
E9883,50,63,41,81,47,282,9613
E1115,72,46,73,46,45,282,9614
E3670,45,68,41,42,86,282,9615
E8660,59,50,48,62,63,282,9616
E7030,41,42,72,57,70,282,9617
E2776,67,41,59,74,40,281,9618
E5497,53,44,75,44,65,281,9619
E2874,70,59,57,53,42,281,9620
E1603,58,75,56,48,44,281,9621
E4066,69,64,63,43,42,281,9622
E9343,82,71,40,42,46,281,9623
E1219,74,63,41,49,54,281,9624
E1768,46,82,41,57,55,281,9625
E9449,43,40,53,46,99,281,9626
E6359,40,69,61,59,52,281,9627
E0346,57,58,49,62,55,281,9628
E2844,40,75,52,73,41,281,9629
E3193,49,47,53,72,60,281,9630
E1298,77,50,40,44,70,281,9631
E1562,42,64,70,44,61,281,9632
E6219,54,50,41,88,48,281,9633
E9056,69,47,54,48,63,281,9634
E8479,41,46,41,79,74,281,9635
E8555,69,44,40,79,49,281,9636
E0976,40,40,82,59,60,281,9637
E4923,50,43,45,72,71,281,9638
E8374,46,69,79,43,44,281,9639
E5604,68,70,42,49,52,281,9640
E5615,52,48,58,82,41,281,9641
E4729,40,42,61,54,84,281,9642
E6377,45,95,40,45,56,281,9643
E0447,78,55,63,42,42,280,9644
E0463,54,47,47,80,52,280,9645
E3062,45,79,73,43,40,280,9646
E6888,62,41,46,84,47,280,9647
E5932,55,51,54,46,74,280,9648
E2619,46,75,55,48,56,280,9649
E9405,43,51,62,47,77,280,9650
E2557,57,42,75,44,62,280,9651
E1216,56,42,55,41,86,280,9652
E2030,40,54,84,52,50,280,9653
E4857,47,77,40,53,63,280,9654
E0452,59,43,57,70,51,280,9655
E0845,40,43,53,54,90,280,9656
E8119,43,50,49,53,84,279,9657
E8796,90,47,48,47,47,279,9658
E7860,56,43,49,62,69,279,9659
E7339,94,42,51,44,48,279,9660
E1743,67,74,50,42,46,279,9661
E2258,53,71,58,42,55,279,9662
E2325,66,51,73,42,47,279,9663
E3283,44,49,73,50,63,279,9664
E1928,75,45,44,50,65,279,9665
E2652,72,61,49,51,46,279,9666
E6721,75,42,57,43,62,279,9667
E2270,76,46,68,41,48,279,9668
E7661,54,71,64,44,45,278,9669
E4226,51,52,66,51,58,278,9670
E7439,62,54,63,43,56,278,9671
E5916,65,41,52,68,52,278,9672
E0363,43,45,79,61,50,278,9673
E0193,45,40,71,64,58,278,9674
E9484,80,49,44,52,53,278,9675
E2550,59,72,61,41,45,278,9676
E5946,77,50,41,51,59,278,9677
E4140,49,47,49,76,57,278,9678
E3363,70,56,47,47,58,278,9679
E0215,62,48,47,66,55,278,9680
E0686,56,45,50,68,59,278,9681
E6140,94,45,50,40,49,278,9682
E3720,41,64,92,41,40,278,9683
E1658,93,41,42,45,57,278,9684
E6916,41,96,47,42,52,278,9685
E8371,53,54,46,50,75,278,9686
E7378,65,70,51,50,42,278,9687
E3352,53,44,53,64,64,278,9688
E9509,78,40,47,52,61,278,9689
E1905,50,56,62,68,42,278,9690
E8379,62,54,58,46,58,278,9691
E7097,62,66,46,57,47,278,9692
E2408,62,40,64,62,49,277,9693
E9718,50,63,58,53,53,277,9694
E7072,54,74,50,44,55,277,9695
E6806,70,50,45,60,52,277,9696
E4998,61,40,75,43,58,277,9697
E2253,60,47,48,72,50,277,9698
E1566,40,99,43,41,54,277,9699
E8848,47,75,56,47,52,277,9700
E0079,70,54,53,57,43,277,9701
E3850,58,45,41,89,44,277,9702
E9315,41,41,80,64,51,277,9703
E0174,56,52,67,53,48,276,9704
E0159,50,42,82,60,42,276,9705
E3244,48,57,63,44,64,276,9706
E2913,97,42,45,48,44,276,9707
E0082,51,56,50,79,40,276,9708
E5990,64,47,59,57,49,276,9709
E6391,41,42,73,67,53,276,9710
E1408,49,60,51,41,75,276,9711
E1217,53,61,45,67,50,276,9712
E0956,75,52,40,47,62,276,9713
E0083,42,53,51,49,81,276,9714
E0035,59,45,43,84,45,276,9715
E5984,54,65,45,67,45,276,9716
E4165,62,42,43,85,44,276,9717
E0555,74,53,61,47,41,276,9718
E1452,56,71,42,40,67,276,9719
E6533,45,43,76,70,42,276,9720
E3375,42,65,66,42,61,276,9721
E0951,54,40,65,51,66,276,9722
E4772,51,62,54,51,58,276,9723
E8501,50,40,74,55,57,276,9724
E0614,62,63,43,48,60,276,9725
E5545,77,47,44,57,51,276,9726
E5223,43,85,49,49,50,276,9727
E5524,60,62,43,47,63,275,9728
E3975,82,45,45,51,52,275,9729
E4624,64,41,40,55,75,275,9730
E7355,68,52,59,48,48,275,9731
E2656,46,42,72,74,41,275,9732
E6678,61,53,43,52,66,275,9733
E4357,44,43,43,88,57,275,9734
E9770,86,56,46,47,40,275,9735
E6348,46,43,70,75,41,275,9736
E1806,57,59,53,63,43,275,9737
E3901,60,50,60,46,59,275,9738
E0314,42,40,48,89,56,275,9739
E0627,51,79,44,51,50,275,9740
E3392,45,52,84,48,46,275,9741
E8673,44,44,46,45,96,275,9742
E3207,55,70,44,55,51,275,9743
E5759,53,58,69,51,44,275,9744
E3847,57,44,65,40,69,275,9745
E3395,62,47,47,59,60,275,9746
E1314,42,48,49,67,69,275,9747
E0642,79,55,44,51,46,275,9748
E6918,76,40,50,66,43,275,9749
E2351,45,91,52,46,40,274,9750
E7527,47,51,49,41,86,274,9751
E8333,62,65,61,40,46,274,9752
E7465,43,40,91,49,51,274,9753
E6943,68,40,52,50,64,274,9754
E4878,41,46,70,67,50,274,9755
E6974,44,74,45,63,48,274,9756
E8044,62,45,70,44,53,274,9757
E0537,41,42,40,68,83,274,9758
E1861,44,45,45,80,60,274,9759
E0763,44,41,51,95,43,274,9760
E3275,45,56,46,44,83,274,9761
E2058,46,43,61,83,41,274,9762
E7406,40,53,54,83,44,274,9763
E5110,42,50,56,63,62,273,9764
E9000,53,81,56,43,40,273,9765
E8759,76,44,59,51,43,273,9766
E4146,40,53,86,43,51,273,9767
E6814,56,40,54,64,59,273,9768
E0473,41,43,79,49,61,273,9769
E9864,69,54,40,58,52,273,9770
E9072,61,64,56,41,51,273,9771
E3660,69,56,56,52,40,273,9772
E1392,54,40,41,57,81,273,9773
E6053,45,93,40,49,46,273,9774
E1265,40,46,61,76,49,272,9775
E6762,49,58,43,47,75,272,9776
E5485,42,78,44,42,66,272,9777
E9562,48,51,60,43,70,272,9778
E3308,47,65,42,60,58,272,9779
E6229,58,59,50,51,54,272,9780
E9530,43,53,45,50,81,272,9781
E6088,49,58,71,41,53,272,9782
E6920,48,63,40,66,55,272,9783
E2099,46,62,75,47,42,272,9784
E6190,53,45,40,88,46,272,9785
E7800,56,41,66,68,41,272,9786
E0137,63,57,46,53,53,272,9787
E3821,66,73,42,51,40,272,9788
E2687,62,41,52,64,53,272,9789
E3070,51,43,68,57,53,272,9790
E4842,49,49,62,45,66,271,9791
E7088,65,57,54,44,51,271,9792
E7316,64,44,61,62,40,271,9793
E8439,42,59,81,44,45,271,9794
E5384,43,44,44,93,47,271,9795
E5293,57,43,44,87,40,271,9796
E3510,63,40,64,41,63,271,9797
E4068,56,45,43,74,53,271,9798
E7295,62,72,41,44,52,271,9799
E3059,57,51,42,70,51,271,9800
E1416,45,44,86,41,55,271,9801
E5425,81,45,40,52,53,271,9802
E3499,40,46,69,59,57,271,9803
E4331,45,70,66,44,45,270,9804
E4245,48,53,75,52,42,270,9805
E8699,84,55,47,43,41,270,9806
E9663,55,78,42,49,46,270,9807
E4637,47,41,65,62,55,270,9808
E9098,41,72,44,48,65,270,9809
E3729,43,57,64,57,49,270,9810
E3743,40,75,42,50,63,270,9811
E7577,70,61,48,43,48,270,9812
E4688,76,54,46,48,46,270,9813
E8911,60,45,47,50,68,270,9814
E6755,42,64,54,43,66,269,9815
E4784,46,51,42,64,66,269,9816
E8377,44,45,50,85,45,269,9817
E9303,47,46,48,42,86,269,9818
E7186,42,54,50,40,83,269,9819
E6726,48,60,51,66,44,269,9820
E9371,45,47,65,60,52,269,9821
E6667,66,55,56,43,49,269,9822
E0290,43,51,51,55,69,269,9823
E1338,64,46,66,47,46,269,9824
E1578,53,68,45,49,53,268,9825
E6339,41,82,54,49,42,268,9826
E5783,40,57,43,52,76,268,9827
E6295,64,41,51,60,52,268,9828
E2573,40,41,49,90,48,268,9829
E0789,41,50,42,80,55,268,9830
E8424,65,41,65,53,44,268,9831
E6845,44,44,51,78,51,268,9832
E3174,49,54,46,79,40,268,9833
E1472,46,74,49,56,43,268,9834
E6054,81,44,61,40,42,268,9835
E6825,43,47,41,82,54,267,9836
E9061,41,43,74,41,68,267,9837
E2590,63,40,54,62,48,267,9838
E8009,50,42,60,70,45,267,9839
E6116,45,54,40,86,42,267,9840
